District,RepName,Score,State,Year
5,Goode,15,Virginia,1998
6,Goodlatte,8,Virginia,1998
7,Bliley,8,Virginia,1998
8,Moran,77,Virginia,1998
9,Boucher,85,Virginia,1998
10,Wolf,15,Virginia,1998
11,Davis,38,Virginia,1998
1,White,15,Washington,1998
2,Metcalf,23,Washington,1998
3,Smith,8,Washington,1998
4,Hastings,8,Washington,1998
5,Nethercutt,8,Washington,1998
6,Dicks,77,Washington,1998
7,McDermott,77,Washington,1998
8,Dunn,8,Washington,1998
9,Smith,85,Washington,1998
1,Mollohan,46,West Virginia,1998
2,Wise,69,West Virginia,1998
3,Rahall,77,West Virginia,1998
1,Neumann,31,Wisconsin,1998
2,Klug,62,Wisconsin,1998
3,Kind,77,Wisconsin,1998
4,Kleczka,92,Wisconsin,1998
5,Barrett,100,Wisconsin,1998
6,Petri,46,Wisconsin,1998
7,Obey,100,Wisconsin,1998
8,Johnson,85,Wisconsin,1998
9,Sensenbrenner,38,Wisconsin,1998
1,Cubin,0,Wyoming,1998
1,Callahan,0,Alabama,1999
2,Everett,6,Alabama,1999
3,Riley,0,Alabama,1999
4,Aderholt,0,Alabama,1999
5,Cramer,25,Alabama,1999
6,Bachus,0,Alabama,1999
7,Hilliard,69,Alabama,1999
1,Young,6,Alaska,1999
1,Salmon,6,Arizona,1999
2,Pastor,81,Arizona,1999
3,Stump,6,Arizona,1999
4,Shadegg,6,Arizona,1999
5,Kolbe,19,Arizona,1999
6,Hayworth,13,Arizona,1999
1,Berry,31,Arkansas,1999
2,Snyder,88,Arkansas,1999
3,Hutchinson,6,Arkansas,1999
4,Dickey,0,Arkansas,1999
1,Thompson,69,California,1999
2,Herger,6,California,1999
3,Ose,6,California,1999
4,Doolittle,6,California,1999
5,Matsui,94,California,1999
6,Woolsey,100,California,1999
7,Miller,94,California,1999
8,Pelosi,94,California,1999
9,Lee,94,California,1999
10,Tauscher,81,California,1999
11,Pombo,6,California,1999
12,Lantos,69,California,1999
13,Stark,88,California,1999
14,Eshoo,94,California,1999
15,Campbell,56,California,1999
16,Lofgren,63,California,1999
17,Farr,88,California,1999
18,Condit,44,California,1999
19,Radanovich,6,California,1999
20,Dooley,50,California,1999
21,Thomas,6,California,1999
22,Capps,81,California,1999
23,Gallegly,13,California,1999
24,Sherman,100,California,1999
25,McKeon,6,California,1999
26,Berman,94,California,1999
27,Rogan,6,California,1999
28,Dreier,6,California,1999
29,Waxman,100,California,1999
30,Becerra,100,California,1999
31,Martinez,75,California,1999
32,Dixon,100,California,1999
33,Roybal-Allard,94,California,1999
34,Napolitano,81,California,1999
35,Waters,94,California,1999
36,Kuykendall,25,California,1999
37,Millender-McDonald,100,California,1999
38,Horn,56,California,1999
39,Royce,13,California,1999
40,Lewis,6,California,1999
41,Miller,0,California,1999
42,Brown,50,California,1999
43,Calvert,0,California,1999
44,Bono,0,California,1999
45,Rohrabacher,13,California,1999
46,Sanchez,75,California,1999
47,Cox,6,California,1999
48,Packard,0,California,1999
49,Bilbray,75,California,1999
50,Filner,100,California,1999
51,Cunningham,6,California,1999
52,Hunter,0,California,1999
1,DeGette,100,Colorado,1999
2,Udall,100,Colorado,1999
3,McInnis,13,Colorado,1999
4,Shaefer,6,Colorado,1999
5,Hefley,13,Colorado,1999
6,Tancredo,13,Colorado,1999
1,Larson,94,Connecticut,1999
2,Gejdenson,88,Connecticut,1999
3,DeLauro,100,Connecticut,1999
4,Shays,100,Connecticut,1999
5,Maloney,81,Connecticut,1999
6,Johnson,69,Connecticut,1999
1,Castle,75,Delaware,1999
1,Scarborough,31,Florida,1999
2,Boyd,44,Florida,1999
3,Brown,88,Florida,1999
4,Fowler,19,Florida,1999
5,Thurman,56,Florida,1999
6,Stearns,13,Florida,1999
7,Mica,0,Florida,1999
8,McCollum,13,Florida,1999
9,Bilirakis,0,Florida,1999
10,Young,0,Florida,1999
11,Davis,63,Florida,1999
12,Canady,6,Florida,1999
13,Miller,31,Florida,1999
14,Goss,25,Florida,1999
15,Weldon,6,Florida,1999
16,Foley,38,Florida,1999
17,Meek,81,Florida,1999
18,Ros-Lehtinen,31,Florida,1999
19,Wexler,100,Florida,1999
20,Deutsch,94,Florida,1999
21,Diaz-Balart,25,Florida,1999
22,Shaw,13,Florida,1999
23,Hastings,88,Florida,1999
1,Kingston,6,Georgia,1999
2,Bishop,50,Georgia,1999
3,Collins,19,Georgia,1999
4,McKinney,94,Georgia,1999
5,Lewis,94,Georgia,1999
6,Isakson,18,Georgia,1999
7,Barr,19,Georgia,1999
8,Chambliss,6,Georgia,1999
9,Deal,13,Georgia,1999
10,Norwood,6,Georgia,1999
11,Linder,13,Georgia,1999
1,Abercrombie,94,Hawaii,1999
2,Mink,94,Hawaii,1999
1,Chenoweth,6,Idaho,1999
2,Simpson,0,Idaho,1999
1,Rush,69,Illinois,1999
2,Jackson,100,Illinois,1999
3,Lipinski,75,Illinois,1999
4,Gutierrez,94,Illinois,1999
5,Blagojevich,94,Illinois,1999
6,Hyde,0,Illinois,1999
7,Davis,100,Illinois,1999
8,Crane ,13,Illinois,1999
9,Schakowsky,94,Illinois,1999
10,Porter,56,Illinois,1999
11,Weller,13,Illinois,1999
12,Costello,69,Illinois,1999
13,Biggert,31,Illinois,1999
14,Hastert,NA,Illinois,1999
15,Ewing,6,Illinois,1999
16,Manzullo,6,Illinois,1999
17,Evans,94,Illinois,1999
18,LaHood,19,Illinois,1999
19,Phelps,63,Illinois,1999
20,Shimkus,0,Illinois,1999
1,Visclosky,88,Indiana,1999
2,McIntosh,6,Indiana,1999
3,Roemer,63,Indiana,1999
4,Souder,0,Indiana,1999
5,Buyer,6,Indiana,1999
6,Burton,0,Indiana,1999
7,Pease,19,Indiana,1999
8,Hostettler,13,Indiana,1999
9,Hill,50,Indiana,1999
10,Carson,81,Indiana,1999
1,Leach,56,Iowa,1999
2,Nussle,0,Iowa,1999
3,Boswell,50,Iowa,1999
4,Ganske,25,Iowa,1999
5,Latham,0,Iowa,1999
1,Moran,13,Kansas,1999
2,Ryun,0,Kansas,1999
3,Moore,81,Kansas,1999
4,Tiahrt,0,Kansas,1999
1,Whitfield,13,Kentucky,1999
2,Lewis,6,Kentucky,1999
3,Northrup,0,Kentucky,1999
4,Lucas,19,Kentucky,1999
5,Rogers,6,Kentucky,1999
6,Fletcher,6,Kentucky,1999
1,Livingston,0,Louisiana,1999
1,Vitter,0,Louisiana,1999
2,Jefferson,63,Louisiana,1999
3,Tauzin,0,Louisiana,1999
4,McCrery,0,Louisiana,1999
5,Cooksey,6,Louisiana,1999
6,Baker,0,Louisiana,1999
7,John ,0,Louisiana,1999
1,Allen,81,Maine,1999
2,Baldacci,88,Maine,1999
1,Gilchrest,56,Maryland,1999
2,Ehrlich,25,Maryland,1999
3,Cardin,88,Maryland,1999
4,Wynn,81,Maryland,1999
5,Hoyer,69,Maryland,1999
6,Bartlett,6,Maryland,1999
7,Cummings,100,Maryland,1999
8,Morella,88,Maryland,1999
1,Oliver,100,Massachusetts,1999
2,Neal,94,Massachusetts,1999
3,McGovern,100,Massachusetts,1999
4,Frank,88,Massachusetts,1999
5,Meehan,100,Massachusetts,1999
6,Tierney,94,Massachusetts,1999
7,Markey,10,Massachusetts,1999
8,Capuano,100,Massachusetts,1999
9,Moakley,94,Massachusetts,1999
10,Delahunt,94,Massachusetts,1999
1,Stupak,75,Michigan,1999
2,Hoekstra,6,Michigan,1999
3,Ehlers,38,Michigan,1999
4,Camp,0,Michigan,1999
5,Barcia,50,Michigan,1999
6,Upton,44,Michigan,1999
7,Smith,19,Michigan,1999
8,Stabenow,81,Michigan,1999
9,Kildee,94,Michigan,1999
10,Bonior,100,Michigan,1999
11,Knollenberg,0,Michigan,1999
12,Levin,94,Michigan,1999
13,Rivers,63,Michigan,1999
14,Conyers,94,Michigan,1999
15,Kilpatrick,94,Michigan,1999
16,Dingell,81,Michigan,1999
1,Gutknecht,6,Minnesota,1999
2,Minge,75,Minnesota,1999
3,Ramstad,75,Minnesota,1999
4,Vento,94,Minnesota,1999
5,Sabo,94,Minnesota,1999
6,Luther,88,Minnesota,1999
7,Peterson,38,Minnesota,1999
8,Oberstar,75,Minnesota,1999
1,Wicker,0,Mississippi,1999
2,Thompson,88,Mississippi,1999
3,Pickering,6,Mississippi,1999
4,Shows,31,Mississippi,1999
5,Taylor,38,Mississippi,1999
1,Clay,100,Missouri,1999
2,Talent,13,Missouri,1999
3,Gephardt,94,Missouri,1999
4,Skelton,38,Missouri,1999
5,McCarthy,81,Missouri,1999
6,Danner,31,Missouri,1999
7,Blunt,0,Missouri,1999
8,Emerson,6,Missouri,1999
9,Hulshof,31,Missouri,1999
1,Hill,6,Montana,1999
1,Bereuter,38,Nebraska,1999
2,Terry,13,Nebraska,1999
3,Barrett,0,Nebraska,1999
1,Berkley,75,Nevada,1999
2,Gibbons,13,Nevada,1999
1,Sununu,19,New Hampshire,1999
2,Bass,38,New Hampshire,1999
1,Andrews,94,New Jersey,1999
2,LoBiondo,44,New Jersey,1999
3,Saxton,63,New Jersey,1999
4,Smith,75,New Jersey,1999
5,Roukema,63,New Jersey,1999
6,Pallone,100,New Jersey,1999
7,Franks,69,New Jersey,1999
8,Pascrell,100,New Jersey,1999
9,Rothman,94,New Jersey,1999
10,Payne,100,New Jersey,1999
11,Frelinghuysen,56,New Jersey,1999
12,Holt,100,New Jersey,1999
13,Menendez,100,New Jersey,1999
1,Wilson,6,New Mexico,1999
2,Skeen,6,New Mexico,1999
3,Udall,88,New Mexico,1999
1,Forbes,75,New York,1999
2,Lazio,69,New York,1999
3,King,31,New York,1999
4,McCarthy,81,New York,1999
5,Ackerman,100,New York,1999
6,Meeks,81,New York,1999
7,Crowley,100,New York,1999
8,Nadler,100,New York,1999
9,Weiner,94,New York,1999
10,Towns,88,New York,1999
11,Owens,100,New York,1999
12,Velazquez,94,New York,1999
13,Fossella,31,New York,1999
14,Maloney,63,New York,1999
15,Rangel,100,New York,1999
16,Serrano,100,New York,1999
17,Engel,94,New York,1999
18,Lowey,94,New York,1999
19,Kelly,69,New York,1999
20,Gilman,63,New York,1999
21,McNulty,88,New York,1999
22,Sweeney,13,New York,1999
23,Boehlert,75,New York,1999
24,McHugh,25,New York,1999
25,Walsh,31,New York,1999
26,Hinchey,81,New York,1999
27,Reynolds,19,New York,1999
28,Slaughter,94,New York,1999
29,LaFalce,88,New York,1999
30,Quinn,44,New York,1999
31,Houghton,44,New York,1999
1,Clayton,81,North Carolina,1999
2,Etheridge,75,North Carolina,1999
3,Jones,25,North Carolina,1999
4,Price,81,North Carolina,1999
5,Burr,0,North Carolina,1999
6,Coble,6,North Carolina,1999
7,McIntyre,38,North Carolina,1999
8,Hefner,13,North Carolina,1999
9,Myrick,6,North Carolina,1999
10,Ballenger,6,North Carolina,1999
11,Taylor,6,North Carolina,1999
12,Watt,88,North Carolina,1999
1,Pomeroy,56,North Dakota,1999
1,Chabot,38,Ohio,1999
2,Portman,25,Ohio,1999
3,Hall,75,Ohio,1999
4,Oxley,0,Ohio,1999
5,Gillmor,0,Ohio,1999
6,Strickland,69,Ohio,1999
7,Hobson,6,Ohio,1999
8,Boehner,0,Ohio,1999
9,Kaptur,81,Ohio,1999
10,Kucinich,88,Ohio,1999
11,Tubbs Jones,88,Ohio,1999
12,Kasich,6,Ohio,1999
13,Brown,94,Ohio,1999
14,Sawyer,100,Ohio,1999
15,Pryce,6,Ohio,1999
16,Regula,13,Ohio,1999
17,Traficant,19,Ohio,1999
18,Ney,0,Ohio,1999
19,LaTourette,25,Ohio,1999
1,Largent,13,Oklahoma,1999
2,Coburn,25,Oklahoma,1999
3,Watkins,0,Oklahoma,1999
4,Watts,0,Oklahoma,1999
5,Istook,0,Oklahoma,1999
6,Lucas,0,Oklahoma,1999
1,Wu,88,Oregon,1999
2,Walden,6,Oregon,1999
3,Blumenauer,88,Oregon,1999
4,DeFazio,88,Oregon,1999
5,Hooley,81,Oregon,1999
1,Brady,81,Pennsylvania,1999
2,Fattah,88,Pennsylvania,1999
3,Borski,88,Pennsylvania,1999
4,Klink,69,Pennsylvania,1999
5,Peterson,0,Pennsylvania,1999
6,Holden,56,Pennsylvania,1999
7,Weldon,25,Pennsylvania,1999
8,Greenwood,50,Pennsylvania,1999
9,Shuster,0,Pennsylvania,1999
10,Sherwood,6,Pennsylvania,1999
11,Kanjorski,81,Pennsylvania,1999
12,Murtha,38,Pennsylvania,1999
13,Hoeffel,94,Pennsylvania,1999
14,"Coyne, W.",88,Pennsylvania,1999
15,Toomey,31,Pennsylvania,1999
16,Pitts,6,Pennsylvania,1999
17,Gekas,0,Pennsylvania,1999
18,Doyle,56,Pennsylvania,1999
19,Goodling,6,Pennsylvania,1999
20,Mascara,56,Pennsylvania,1999
21,English,19,Pennsylvania,1999
1,Kennedy,94,Rhode Island,1999
2,Weygand,81,Rhode Island,1999
1,Sanford,38,South Carolina,1999
2,Spence,6,South Carolina,1999
3,Graham,6,South Carolina,1999
4,DeMint,13,South Carolina,1999
5,Spratt,63,South Carolina,1999
6,Clyburn,94,South Carolina,1999
1,Thune,6,South Dakota,1999
1,Jenkins,13,Tennessee,1999
2,Duncan,13,Tennessee,1999
3,Wamp,13,Tennessee,1999
4,Hilleary,13,Tennessee,1999
5,Clement,44,Tennessee,1999
6,Gordon,56,Tennessee,1999
7,Bryant,6,Tennessee,1999
8,Tanner,31,Tennessee,1999
9,Ford,81,Tennessee,1999
1,Sandlin,19,Texas,1999
2,Turner,38,Texas,1999
3,Johnson,6,Texas,1999
4,"Hall, R.",0,Texas,1999
5,Sessions,6,Texas,1999
6,Barton,0,Texas,1999
7,Archer,6,Texas,1999
8,Brady,0,Texas,1999
9,Lampson,75,Texas,1999
10,Doggett,94,Texas,1999
11,Edwards,44,Texas,1999
12,Granger,6,Texas,1999
13,Thornberry,0,Texas,1999
14,Paul,25,Texas,1999
15,Hinojosa,63,Texas,1999
16,Reyes,63,Texas,1999
17,Stenholm,0,Texas,1999
18,Jackson Lee,75,Texas,1999
19,Combest,0,Texas,1999
20,Gonzalez,94,Texas,1999
21,Smith,0,Texas,1999
22,DeLay,6,Texas,1999
23,Bonilla,0,Texas,1999
24,Frost,63,Texas,1999
25,Bentsen,63,Texas,1999
26,Armey,6,Texas,1999
27,Ortiz,44,Texas,1999
28,Rodriguez,81,Texas,1999
29,Green ,75,Texas,1999
30,Johnson,81,Texas,1999
1,Hansen,13,Utah,1999
2,Cook,19,Utah,1999
3,Cannon,6,Utah,1999
1,Sanders,100,Vermont,1999
1,Bateman,0,Virginia,1999
2,Pickett,25,Virginia,1999
3,Scott,81,Virginia,1999
4,Sisisky,31,Virginia,1999
5,Goode,19,Virginia,1999
6,Goodlatte,6,Virginia,1999
7,Bliley,0,Virginia,1999
8,Moran,75,Virginia,1999
9,Boucher,69,Virginia,1999
10,Wolf,19,Virginia,1999
11,Davis,25,Virginia,1999
1,Inslee,100,Washington,1999
2,Metcalf,19,Washington,1999
3,Baird,88,Washington,1999
4,Hastings,0,Washington,1999
5,Nethercutt,13,Washington,1999
6,Dicks,81,Washington,1999
7,McDermott,56,Washington,1999
8,Dunn,6,Washington,1999
9,Smith,88,Washington,1999
1,Mollohan,25,West Virginia,1999
2,Wise,50,West Virginia,1999
3,Rahall,75,West Virginia,1999
1,Ryan,31,Wisconsin,1999
2,Baldwin,75,Wisconsin,1999
3,Kind,81,Wisconsin,1999
4,Kleczka,100,Wisconsin,1999
5,Barrett,100,Wisconsin,1999
6,Petri,19,Wisconsin,1999
7,Obey,94,Wisconsin,1999
8,Green,13,Wisconsin,1999
9,Sensenbrenner,19,Wisconsin,1999
1,Cubin,6,Wyoming,1999
1,Callahan,7,Alabama,2000
2,Everett,7,Alabama,2000
3,Riley,7,Alabama,2000
4,Aderholt,7,Alabama,2000
5,Cramer,36,Alabama,2000
6,Bachus,14,Alabama,2000
7,Hilliard,57,Alabama,2000
1,Young,7,Alaska,2000
1,Salmon,7,Arizona,2000
2,Pastor,71,Arizona,2000
3,Stump,0,Arizona,2000
4,Shadegg,7,Arizona,2000
5,Kolbe,29,Arizona,2000
6,Hayworth,0,Arizona,2000
1,Berry,21,Arkansas,2000
2,Snyder,79,Arkansas,2000
3,Hutchinson,0,Arkansas,2000
4,Dickey,7,Arkansas,2000
1,Thompson,86,California,2000
2,Herger,0,California,2000
3,Ose,7,California,2000
4,Doolittle,0,California,2000
5,Matsui,93,California,2000
6,Woolsey,93,California,2000
7,Miller,93,California,2000
8,Pelosi,93,California,2000
9,Lee,100,California,2000
10,Tauscher,100,California,2000
11,Pombo,0,California,2000
12,Lantos,93,California,2000
13,Stark,79,California,2000
14,Eshoo,100,California,2000
15,Campbell,14,California,2000
16,Lofgren,71,California,2000
17,Farr,93,California,2000
18,Condit,94,California,2000
19,Radanovich,14,California,2000
20,Dooley,57,California,2000
21,Thomas,7,California,2000
22,Capps,93,California,2000
23,Gallegly,36,California,2000
24,Sherman,93,California,2000
25,McKeon,7,California,2000
26,Berman,86,California,2000
27,Rogan,7,California,2000
28,Dreier,7,California,2000
29,Waxman,93,California,2000
30,Becerra,86,California,2000
31,Martinez,7,California,2000
32,Dixon,86,California,2000
33,Roybal-Allard,79,California,2000
34,Napolitano,93,California,2000
35,Waters,86,California,2000
36,Kuykendall,43,California,2000
37,Millender-McDonald,86,California,2000
38,Horn,71,California,2000
39,Royce,14,California,2000
40,Lewis,14,California,2000
41,Miller,0,California,2000
42,Baca,57,California,2000
43,Calvert,7,California,2000
44,Bono,14,California,2000
45,Rohrabacher,7,California,2000
46,Sanchez,93,California,2000
47,Cox,14,California,2000
48,Packard,0,California,2000
49,Bilbray,71,California,2000
50,Filner,93,California,2000
51,Cunningham,14,California,2000
52,Hunter,0,California,2000
1,DeGette,93,Colorado,2000
2,Udall,100,Colorado,2000
3,McInnis,29,Colorado,2000
4,Shaefer,7,Colorado,2000
5,Hefley,21,Colorado,2000
6,Tancredo,21,Colorado,2000
1,Larson,93,Connecticut,2000
2,Gejdenson,86,Connecticut,2000
3,DeLauro,93,Connecticut,2000
4,Shays,93,Connecticut,2000
5,Maloney,93,Connecticut,2000
6,Johnson,64,Connecticut,2000
1,Castle,71,Delaware,2000
1,Scarborough,43,Florida,2000
2,Boyd,36,Florida,2000
3,Brown,71,Florida,2000
4,Fowler,14,Florida,2000
5,Thurman,71,Florida,2000
6,Stearns,7,Florida,2000
7,Mica,14,Florida,2000
8,McCollum,7,Florida,2000
9,Bilirakis,29,Florida,2000
10,Young,0,Florida,2000
11,Davis,86,Florida,2000
12,Canady,7,Florida,2000
13,Miller,29,Florida,2000
14,Goss,43,Florida,2000
15,Weldon,7,Florida,2000
16,Foley,43,Florida,2000
17,Meek,64,Florida,2000
18,Ros-Lehtinen,21,Florida,2000
19,Wexler,93,Florida,2000
20,Deutsch,93,Florida,2000
21,Diaz-Balart,14,Florida,2000
22,Shaw,21,Florida,2000
23,Hastings,86,Florida,2000
1,Kingston,7,Georgia,2000
2,Bishop,36,Georgia,2000
3,Collins,14,Georgia,2000
4,McKinney,100,Georgia,2000
5,Lewis,93,Georgia,2000
6,Isakson,14,Georgia,2000
7,Barr,14,Georgia,2000
8,Chambliss,14,Georgia,2000
9,Deal,14,Georgia,2000
10,Norwood,14,Georgia,2000
11,Linder,7,Georgia,2000
1,Abercrombie,86,Hawaii,2000
2,Mink,93,Hawaii,2000
1,Chenoweth-Hage,0,Idaho,2000
2,Simpson,0,Idaho,2000
1,Rush,79,Illinois,2000
2,Jackson,100,Illinois,2000
3,Lipinski,50,Illinois,2000
4,Gutierrez,93,Illinois,2000
5,Blagojevich,93,Illinois,2000
6,Hyde,14,Illinois,2000
7,Davis,93,Illinois,2000
8,Crane ,14,Illinois,2000
9,Schakowsky,86,Illinois,2000
10,Porter,79,Illinois,2000
11,Weller,29,Illinois,2000
12,Costello,64,Illinois,2000
13,Biggert,36,Illinois,2000
14,Hastert,NA,Illinois,2000
15,Ewing,0,Illinois,2000
16,Manzullo,7,Illinois,2000
17,Evans,93,Illinois,2000
18,LaHood,21,Illinois,2000
19,Phelps,43,Illinois,2000
20,Shimkus,14,Illinois,2000
1,Visclosky,71,Indiana,2000
2,McIntosh,7,Indiana,2000
3,Roemer,71,Indiana,2000
4,Souder,14,Indiana,2000
5,Buyer,0,Indiana,2000
6,Burton,0,Indiana,2000
7,Pease,36,Indiana,2000
8,Hostettler,0,Indiana,2000
9,Hill,79,Indiana,2000
10,Carson,86,Indiana,2000
1,Leach,79,Iowa,2000
2,Nussle,14,Iowa,2000
3,Boswell,57,Iowa,2000
4,Ganske,36,Iowa,2000
5,Latham,0,Iowa,2000
1,Moran,14,Kansas,2000
2,Ryun,0,Kansas,2000
3,Moore,93,Kansas,2000
4,Tiahrt,7,Kansas,2000
1,Whitfield,14,Kentucky,2000
2,Lewis,14,Kentucky,2000
3,Northrup,14,Kentucky,2000
4,Lucas,43,Kentucky,2000
5,Rogers,7,Kentucky,2000
6,Fletcher,14,Kentucky,2000
1,Vitter,7,Louisiana,2000
2,Jefferson,79,Louisiana,2000
3,Tauzin,14,Louisiana,2000
4,McCrery,7,Louisiana,2000
5,Cooksey,14,Louisiana,2000
6,Baker,7,Louisiana,2000
7,John ,29,Louisiana,2000
1,Allen,93,Maine,2000
2,Baldacci,64,Maine,2000
1,Gilchrest,57,Maryland,2000
2,Ehrlich,21,Maryland,2000
3,Cardin,93,Maryland,2000
4,Wynn,71,Maryland,2000
5,Hoyer,79,Maryland,2000
6,Bartlett,7,Maryland,2000
7,Cummings,86,Maryland,2000
8,Morella,86,Maryland,2000
1,Oliver,93,Massachusetts,2000
2,Neal,86,Massachusetts,2000
3,McGovern,100,Massachusetts,2000
4,Frank,93,Massachusetts,2000
5,Meehan,100,Massachusetts,2000
6,Tierney,93,Massachusetts,2000
7,Markey,79,Massachusetts,2000
8,Capuano,93,Massachusetts,2000
9,Moakley,93,Massachusetts,2000
10,Delahunt,93,Massachusetts,2000
1,Stupak,64,Michigan,2000
2,Hoekstra,14,Michigan,2000
3,Ehlers,64,Michigan,2000
4,Camp,7,Michigan,2000
5,Barcia,50,Michigan,2000
6,Upton,29,Michigan,2000
7,Smith,7,Michigan,2000
8,Stabenow,86,Michigan,2000
9,Kildee,79,Michigan,2000
10,Bonior,93,Michigan,2000
11,Knollenberg,0,Michigan,2000
12,Levin,86,Michigan,2000
13,Rivers,100,Michigan,2000
14,Conyers,93,Michigan,2000
15,Kilpatrick,79,Michigan,2000
16,Dingell,64,Michigan,2000
1,Gutknecht,29,Minnesota,2000
2,Minge,79,Minnesota,2000
3,Ramstad,86,Minnesota,2000
4,Vento,7,Minnesota,2000
5,Sabo,86,Minnesota,2000
6,Luther,100,Minnesota,2000
7,Peterson,43,Minnesota,2000
8,Oberstar,71,Minnesota,2000
1,Wicker,0,Mississippi,2000
2,Thompson,64,Mississippi,2000
3,Pickering,7,Mississippi,2000
4,Shows,21,Mississippi,2000
5,Taylor,43,Mississippi,2000
1,Clay,79,Missouri,2000
2,Talent,7,Missouri,2000
3,Gephardt,93,Missouri,2000
4,Skelton,57,Missouri,2000
5,McCarthy,86,Missouri,2000
6,Danner,21,Missouri,2000
7,Blunt,0,Missouri,2000
8,Emerson,0,Missouri,2000
9,Hulshof,7,Missouri,2000
1,Hill,14,Montana,2000
1,Bereuter,36,Nebraska,2000
2,Terry,14,Nebraska,2000
3,Barrett,7,Nebraska,2000
1,Berkley,86,Nevada,2000
2,Gibbons,14,Nevada,2000
1,Sununu,21,New Hampshire,2000
2,Bass,57,New Hampshire,2000
1,Andrews,100,New Jersey,2000
2,LoBiondo,71,New Jersey,2000
3,Saxton,64,New Jersey,2000
4,Smith,86,New Jersey,2000
5,Roukema,71,New Jersey,2000
6,Pallone,93,New Jersey,2000
7,Franks,57,New Jersey,2000
8,Pascrell,100,New Jersey,2000
9,Rothman,86,New Jersey,2000
10,Payne,79,New Jersey,2000
11,Frelinghuysen,71,New Jersey,2000
12,Holt,100,New Jersey,2000
13,Menendez,93,New Jersey,2000
1,Wilson,29,New Mexico,2000
2,Skeen,7,New Mexico,2000
3,Udall,93,New Mexico,2000
1,Forbes,79,New York,2000
2,Lazio,71,New York,2000
3,King,29,New York,2000
4,McCarthy,86,New York,2000
5,Ackerman,86,New York,2000
6,Meeks,93,New York,2000
7,Crowley,93,New York,2000
8,Nadler,93,New York,2000
9,Weiner,93,New York,2000
10,Towns,86,New York,2000
11,Owens,93,New York,2000
12,Velazquez,100,New York,2000
13,Fossella,29,New York,2000
14,Maloney,93,New York,2000
15,Rangel,64,New York,2000
16,Serrano,86,New York,2000
17,Engel,93,New York,2000
18,Lowey,79,New York,2000
19,Kelly,86,New York,2000
20,Gilman,79,New York,2000
21,McNulty,86,New York,2000
22,Sweeney,29,New York,2000
23,Boehlert,64,New York,2000
24,McHugh,21,New York,2000
25,Walsh,43,New York,2000
26,Hinchey,93,New York,2000
27,Reynolds,21,New York,2000
28,Slaughter,93,New York,2000
29,LaFalce,86,New York,2000
30,Quinn,36,New York,2000
31,Houghton,43,New York,2000
1,Clayton,71,North Carolina,2000
2,Etheridge,71,North Carolina,2000
3,Jones,14,North Carolina,2000
4,Price,86,North Carolina,2000
5,Burr,14,North Carolina,2000
6,Coble,7,North Carolina,2000
7,McIntyre,29,North Carolina,2000
8,Hayes,14,North Carolina,2000
9,Myrick,14,North Carolina,2000
10,Ballenger,14,North Carolina,2000
11,Taylor,0,North Carolina,2000
12,Watt,86,North Carolina,2000
1,Pomeroy,57,North Dakota,2000
1,Chabot,21,Ohio,2000
2,Portman,36,Ohio,2000
3,Hall,79,Ohio,2000
4,Oxley,0,Ohio,2000
5,Gillmor,14,Ohio,2000
6,Strickland,71,Ohio,2000
7,Hobson,14,Ohio,2000
8,Boehner,7,Ohio,2000
9,Kaptur,79,Ohio,2000
10,Kucinich,93,Ohio,2000
11,Tubbs Jones,71,Ohio,2000
12,Kasich,21,Ohio,2000
13,Brown,100,Ohio,2000
14,Sawyer,93,Ohio,2000
15,Pryce,14,Ohio,2000
16,Regula,14,Ohio,2000
17,Traficant,14,Ohio,2000
18,Ney,14,Ohio,2000
19,LaTourette,21,Ohio,2000
1,Largent,0,Oklahoma,2000
2,Coburn,0,Oklahoma,2000
3,Watkins,0,Oklahoma,2000
4,Watts,0,Oklahoma,2000
5,Istook,7,Oklahoma,2000
6,Lucas,7,Oklahoma,2000
1,Wu,86,Oregon,2000
2,Walden,7,Oregon,2000
3,Blumenauer,93,Oregon,2000
4,DeFazio,93,Oregon,2000
5,Hooley,93,Oregon,2000
1,Brady,79,Pennsylvania,2000
2,Fattah,93,Pennsylvania,2000
3,Borski,86,Pennsylvania,2000
4,Klink,36,Pennsylvania,2000
5,Peterson,0,Pennsylvania,2000
6,Holden,43,Pennsylvania,2000
7,Weldon,43,Pennsylvania,2000
8,Greenwood,50,Pennsylvania,2000
9,Shuster,14,Pennsylvania,2000
10,Sherwood,14,Pennsylvania,2000
11,Kanjorski,71,Pennsylvania,2000
12,Murtha,36,Pennsylvania,2000
13,Hoeffel,93,Pennsylvania,2000
14,"Coyne, W.",93,Pennsylvania,2000
15,Toomey,7,Pennsylvania,2000
16,Pitts,14,Pennsylvania,2000
17,Gekas,7,Pennsylvania,2000
18,Doyle,50,Pennsylvania,2000
19,Goodling,0,Pennsylvania,2000
20,Mascara,50,Pennsylvania,2000
21,English,21,Pennsylvania,2000
1,Kennedy,93,Rhode Island,2000
2,Weygand,86,Rhode Island,2000
1,Sanford,21,South Carolina,2000
2,Spence,0,South Carolina,2000
3,Graham,7,South Carolina,2000
4,DeMint,7,South Carolina,2000
5,Spratt,71,South Carolina,2000
6,Clyburn,86,South Carolina,2000
1,Thune,14,South Dakota,2000
1,Jenkins,7,Tennessee,2000
